time,robot_x,robot_y,intrusion_detected,num_intruders,closest_dist,alert_level,is_alarming,alarm_event
21.500,7.965,1.500,True,0,,warning,False,silent
21.550,7.980,1.500,True,0,,warning,False,silent
21.600,7.995,1.500,True,0,,warning,False,silent
21.650,8.010,1.500,True,0,,warning,False,silent
21.700,8.025,1.500,True,0,,warning,False,silent
21.750,8.040,1.500,True,0,,warning,False,silent
21.800,8.055,1.500,True,0,,warning,False,silent
21.850,8.070,1.500,True,0,,warning,False,silent
21.900,8.085,1.500,True,0,,warning,False,silent
21.950,8.100,1.500,True,0,,warning,False,silent
22.000,8.115,1.500,True,0,,warning,False,silent
22.050,8.130,1.500,True,0,,warning,False,silent
22.100,8.145,1.500,True,0,,warning,False,silent
22.150,8.160,1.500,True,0,,warning,False,silent
22.200,8.175,1.500,True,0,,warning,False,silent
22.250,8.190,1.500,True,0,,warning,False,silent
22.300,8.205,1.500,True,0,,warning,False,silent
22.350,8.220,1.500,True,0,,warning,False,silent
22.400,8.235,1.500,True,0,,warning,False,silent
22.450,8.250,1.500,True,1,3.052,warning,False,silent
22.500,8.265,1.500,True,0,,warning,False,silent
22.550,8.280,1.500,True,0,,warning,False,silent
22.600,8.295,1.500,True,0,,warning,False,silent
22.650,8.310,1.500,True,0,,warning,False,silent
22.700,8.325,1.500,True,0,,warning,False,silent
22.750,8.340,1.500,True,0,,warning,False,silent
22.800,8.355,1.500,True,0,,warning,False,silent
22.850,8.370,1.500,True,0,,warning,False,silent
22.900,8.385,1.500,True,0,,warning,False,silent
22.950,8.400,1.500,True,0,,warning,False,silent
23.000,8.415,1.500,True,0,,warning,False,silent
23.050,8.430,1.500,True,0,,warning,False,silent
23.100,8.445,1.500,True,0,,warning,False,silent
23.150,8.460,1.500,True,0,,warning,False,silent
23.200,8.475,1.500,True,0,,warning,False,silent
23.250,8.490,1.500,True,0,,warning,False,silent
23.300,8.505,1.500,True,0,,warning,False,silent
23.350,8.520,1.500,True,0,,warning,False,silent
23.400,8.535,1.500,True,0,,warning,False,silent
23.450,8.550,1.500,True,1,3.233,warning,False,silent
23.500,8.565,1.500,True,0,,warning,False,silent
23.550,8.580,1.500,True,0,,warning,False,silent
23.600,8.595,1.500,True,0,,warning,False,silent
23.650,8.610,1.500,True,0,,warning,False,silent
23.700,8.625,1.500,True,0,,warning,False,silent
23.750,8.640,1.500,True,0,,warning,False,silent
23.800,8.655,1.500,True,0,,warning,False,silent
23.850,8.670,1.500,True,0,,warning,False,silent
23.900,8.685,1.500,True,0,,warning,False,silent
23.950,8.700,1.500,True,0,,warning,False,silent
24.000,8.715,1.500,True,0,,warning,False,silent
24.050,8.730,1.500,True,0,,warning,False,silent
24.100,8.745,1.500,True,0,,warning,False,silent
24.150,8.760,1.500,True,0,,warning,False,silent
24.200,8.775,1.500,True,0,,warning,False,silent
24.250,8.790,1.500,True,0,,warning,False,silent
24.300,8.805,1.500,True,0,,warning,False,silent
24.350,8.820,1.500,True,0,,warning,False,silent
24.400,8.835,1.500,True,0,,warning,False,silent
24.450,8.850,1.500,True,1,3.431,warning,False,silent
24.500,8.865,1.500,True,0,,warning,False,silent
24.550,8.880,1.500,True,0,,warning,False,silent
24.600,8.895,1.500,True,0,,warning,False,silent
24.650,8.910,1.500,True,0,,warning,False,silent
24.700,8.925,1.500,True,0,,warning,False,silent
24.750,8.940,1.500,True,0,,warning,False,silent
24.800,8.955,1.500,True,0,,warning,False,silent
24.850,8.970,1.500,True,0,,warning,False,silent
24.900,8.985,1.500,True,0,,warning,False,silent
24.950,9.000,1.500,True,0,,warning,False,silent
25.000,9.015,1.500,True,0,,warning,False,silent
25.050,9.030,1.500,True,0,,warning,False,silent
25.100,9.045,1.500,True,0,,warning,False,silent
25.150,9.060,1.500,True,0,,warning,False,silent
25.200,9.075,1.500,True,0,,warning,False,silent
25.250,9.090,1.500,True,0,,warning,False,silent
25.300,9.105,1.500,True,0,,warning,False,silent
25.350,9.120,1.500,True,0,,warning,False,silent
25.400,9.135,1.500,True,0,,warning,False,silent
25.450,9.150,1.500,True,1,3.643,warning,False,silent
25.500,9.165,1.500,True,0,,warning,False,silent
25.550,9.180,1.500,True,0,,warning,False,silent
25.600,9.195,1.500,True,0,,warning,False,silent
25.650,9.210,1.500,True,0,,warning,False,silent
25.700,9.225,1.500,True,0,,warning,False,silent
25.750,9.240,1.500,True,0,,warning,False,silent
25.800,9.255,1.500,True,0,,warning,False,silent
25.850,9.270,1.500,True,0,,warning,False,silent
25.900,9.285,1.500,True,0,,warning,False,silent
25.950,9.300,1.500,True,0,,warning,False,silent
26.000,9.315,1.500,True,0,,warning,False,silent
26.050,9.330,1.500,True,0,,warning,False,silent
26.100,9.345,1.500,True,0,,warning,False,silent
26.150,9.360,1.500,True,0,,warning,False,silent
26.200,9.375,1.500,True,0,,warning,False,silent
26.250,9.390,1.500,True,0,,warning,False,silent
26.300,9.405,1.500,True,0,,warning,False,silent
26.350,9.420,1.500,True,0,,warning,False,silent
26.400,9.435,1.500,True,0,,warning,False,silent
26.450,9.450,1.500,True,1,3.867,warning,False,silent
26.500,9.465,1.500,True,0,,warning,False,silent
26.550,9.480,1.500,True,0,,warning,False,silent
26.600,9.495,1.500,True,0,,warning,False,silent
26.650,9.510,1.500,True,0,,warning,False,silent
26.700,9.525,1.500,True,0,,warning,False,silent
26.750,9.540,1.500,True,0,,warning,False,silent
26.800,9.555,1.500,True,0,,warning,False,silent
26.850,9.570,1.500,True,0,,warning,False,silent
26.900,9.585,1.500,True,0,,warning,False,silent
