t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
125.700,6.5010,4.7529,3.1388,5.5719,4.7641,-3.1009,0.9291,2.49
125.750,6.4860,4.7530,3.1370,5.5569,4.7512,-3.1341,0.9291,0.69
125.800,6.4710,4.7530,3.1354,5.5359,4.7498,-3.1302,0.9351,1.01
125.850,6.4560,4.7531,3.1354,5.5022,4.7500,-3.1200,0.9538,1.59
125.900,6.4410,4.7532,3.1360,5.4994,4.7502,-3.0919,0.9416,3.17
125.950,6.4260,4.7533,3.1368,5.4932,4.7601,-3.0752,0.9328,4.08
126.000,6.4110,4.7534,3.1351,5.4737,4.7292,-3.0981,0.9376,2.87
126.050,6.3960,4.7535,3.1353,5.4662,4.7480,-3.1256,0.9298,1.28
126.100,6.3810,4.7536,3.1362,5.4591,4.7372,-3.1411,0.9221,0.33
126.150,6.3660,4.7536,3.1371,5.4483,4.7347,-3.1291,0.9179,0.97
126.200,6.3510,4.7537,3.1364,5.4293,4.7345,-3.1197,0.9219,1.55
126.250,6.3360,4.7538,3.1379,5.4212,4.7385,3.1391,0.9149,0.07
126.300,6.3210,4.7538,3.1396,5.3757,4.7667,-3.1351,0.9454,0.48
126.350,6.3060,4.7539,3.1401,5.3677,4.7753,3.1253,0.9386,0.85
126.400,6.2910,4.7539,3.1408,5.3559,4.7480,3.1337,0.9351,0.41
126.450,6.2760,4.7539,-3.1412,5.3294,4.7449,-3.1367,0.9466,0.26
126.500,6.2610,4.7539,-3.1406,5.3090,4.7388,-3.1180,0.9521,1.30
126.550,6.2460,4.7539,-3.1397,5.2849,4.7338,-3.1371,0.9613,0.15
126.600,6.2310,4.7539,-3.1370,5.2606,4.7405,3.1369,0.9705,0.53
126.650,6.2160,4.7538,-3.1359,5.2690,4.7343,-3.1325,0.9472,0.19
126.700,6.2010,4.7537,-3.1338,5.2449,4.7394,-3.1338,0.9562,0.00
126.750,6.1860,4.7536,-3.1305,5.2311,4.7392,-3.1280,0.9550,0.14
126.800,6.1710,4.7534,-3.1279,5.2113,4.7223,-3.1010,0.9602,1.54
126.850,6.1560,4.7532,-3.1253,5.2057,4.7189,-3.1247,0.9510,0.03
126.900,6.1410,4.7530,-3.1240,5.1893,4.7283,-3.1264,0.9521,0.14
126.950,6.1260,4.7527,-3.1230,5.1728,4.7333,3.1362,0.9534,1.37
127.000,6.1110,4.7524,-3.1222,5.1788,4.7339,-3.1327,0.9324,0.60
127.050,6.0960,4.7521,-3.1220,5.1636,4.7441,-3.1153,0.9325,0.39
127.100,6.0810,4.7518,-3.1218,5.1444,4.7448,-3.1268,0.9366,0.29
127.150,6.0660,4.7516,-3.1209,5.1328,4.7592,3.1161,0.9332,2.65
127.200,6.0510,4.7512,-3.1201,5.1213,4.7616,3.1399,0.9298,1.33
127.250,6.0360,4.7509,-3.1206,5.1287,4.7565,3.1071,0.9073,3.18
127.300,6.0210,4.7506,-3.1204,5.1016,4.7666,3.1244,0.9195,2.20
127.350,6.0060,4.7503,-3.1210,5.0572,4.7475,3.1079,0.9488,3.11
127.400,5.9910,4.7500,-3.1215,5.0414,4.7217,3.1307,0.9500,1.77
127.450,5.9760,4.7497,-3.1219,5.0189,4.7305,3.1044,0.9573,3.26
127.500,5.9610,4.7494,-3.1217,4.9932,4.7530,3.0955,0.9678,3.78
127.550,5.9460,4.7491,-3.1212,4.9694,4.7372,3.1064,0.9767,3.18
127.600,5.9310,4.7488,-3.1223,4.9620,4.7403,3.1249,0.9691,2.06
127.650,5.9160,4.7485,-3.1222,4.9416,4.7299,3.1075,0.9746,3.07
127.700,5.9010,4.7482,-3.1217,4.9593,4.7409,3.0834,0.9418,4.47
127.750,5.8860,4.7479,-3.1229,4.9273,4.7333,-3.1321,0.9588,0.53
127.800,5.8710,4.7476,-3.1233,4.9277,4.7323,3.1332,0.9434,1.53
127.850,5.8560,4.7473,-3.1244,4.9313,4.7406,3.1231,0.9248,2.04
127.900,5.8410,4.7471,-3.1250,4.9187,4.7378,-3.1348,0.9224,0.56
127.950,5.8260,4.7468,-3.1268,4.8835,4.7510,3.1307,0.9425,1.47
128.000,5.8110,4.7466,-3.1280,4.8803,4.7388,3.1055,0.9307,2.85
128.050,5.7960,4.7464,-3.1308,4.8404,4.7287,3.1156,0.9557,2.11
128.100,5.7810,4.7462,-3.1324,4.8147,4.7299,3.1081,0.9664,2.45
128.150,5.7660,4.7461,-3.1342,4.8126,4.7242,3.1072,0.9536,2.40
128.200,5.7510,4.7460,-3.1346,4.8129,4.7178,3.1066,0.9385,2.41
128.250,5.7360,4.7459,-3.1333,4.8116,4.7300,3.1184,0.9245,1.81
128.300,5.7210,4.7458,-3.1331,4.7930,4.7477,3.1346,0.9280,0.89
128.350,5.7060,4.7456,-3.1332,4.7809,4.7522,3.0896,0.9251,3.46
128.400,5.6910,4.7455,-3.1328,4.7581,4.7708,3.1171,0.9333,1.91
128.450,5.6760,4.7454,-3.1315,4.7445,4.7633,3.0866,0.9316,3.73
128.500,5.6610,4.7452,-3.1293,4.7336,4.7496,3.1340,0.9274,1.14
128.550,5.6460,4.7450,-3.1287,4.7214,4.7528,3.1209,0.9246,1.93
128.600,5.6310,4.7449,-3.1279,4.7249,4.7474,3.1055,0.9061,2.85
128.650,5.6160,4.7447,-3.1262,4.6832,4.7534,3.1229,0.9329,1.95
128.700,5.6010,4.7444,-3.1256,4.6480,4.7560,3.1325,0.9531,1.44
128.750,5.5861,4.7442,-3.1261,4.6290,4.7546,-3.1399,0.9571,0.79
128.800,5.5711,4.7439,-3.1259,4.6080,4.7420,3.1071,0.9631,2.87
128.850,5.5561,4.7437,-3.1252,4.5718,4.7313,3.1099,0.9844,2.75
128.900,5.5411,4.7435,-3.1256,4.5752,4.7558,3.1166,0.9660,2.35
128.950,5.5261,4.7432,-3.1258,4.5464,4.7401,3.1352,0.9797,1.27
129.000,5.5111,4.7430,-3.1263,4.5481,4.7161,3.1094,0.9634,2.72
129.050,5.4961,4.7428,-3.1271,4.5662,4.7201,3.0846,0.9302,4.10
129.100,5.4811,4.7425,-3.1287,4.5441,4.7278,3.1207,0.9371,1.94
129.150,5.4661,4.7423,-3.1302,4.5224,4.7237,3.1034,0.9438,2.84
129.200,5.4511,4.7422,-3.1332,4.4980,4.7423,3.0931,0.9531,3.26
129.250,5.4361,4.7421,-3.1340,4.4960,4.7228,3.1043,0.9403,2.57
129.300,5.4211,4.7419,-3.1350,4.4930,4.7384,3.1124,0.9281,2.05
129.350,5.4061,4.7418,-3.1367,4.4792,4.7499,3.0716,0.9269,4.29
129.400,5.3911,4.7418,-3.1387,4.4652,4.7619,3.0723,0.9261,4.13
129.450,5.3761,4.7417,-3.1397,4.4372,4.7620,3.1071,0.9392,2.09
129.500,5.3611,4.7417,-3.1388,4.4334,4.7557,3.1017,0.9278,2.45
129.550,5.3461,4.7417,-3.1364,4.3983,4.7785,3.1021,0.9485,2.56
129.600,5.3311,4.7416,-3.1365,4.4116,4.7940,3.1180,0.9210,1.64
129.650,5.3161,4.7415,-3.1373,4.3627,4.7730,-3.1293,0.9540,0.46
129.700,5.3011,4.7414,-3.1391,4.3650,4.7617,-3.1364,0.9363,0.16
129.750,5.2861,4.7414,-3.1406,4.3544,4.7839,-3.1278,0.9326,0.73
129.800,5.2711,4.7414,-3.1413,4.3280,4.7790,3.1185,0.9438,1.34
129.850,5.2561,4.7414,3.1404,4.2887,4.7790,3.1222,0.9681,1.04
129.900,5.2411,4.7414,3.1392,4.2762,4.7798,3.1044,0.9657,1.99
129.950,5.2261,4.7414,3.1378,4.2486,4.8139,3.1295,0.9802,0.47
130.000,5.2111,4.7415,3.1346,4.2358,4.8072,3.1082,0.9775,1.51
130.050,5.1961,4.7416,3.1320,4.2329,4.7834,-3.1148,0.9642,2.08
130.100,5.1811,4.7417,3.1299,4.2391,4.7749,3.1408,0.9426,0.62
130.150,5.1661,4.7419,3.1287,4.2028,4.7838,3.1398,0.9642,0.64
130.200,5.1511,4.7421,3.1271,4.1832,4.7879,-3.1388,0.9689,0.99
130.250,5.1361,4.7423,3.1256,4.1897,4.7723,3.1356,0.9469,0.57
130.300,5.1211,4.7426,3.1245,4.1817,4.7416,3.1380,0.9394,0.78
130.350,5.1061,4.7428,3.1254,4.1647,4.7272,3.1172,0.9415,0.47
130.400,5.0911,4.7431,3.1258,4.1319,4.7275,3.1252,0.9593,0.03
130.450,5.0761,4.7433,3.1268,4.1182,4.7472,3.1121,0.9579,0.84
130.500,5.0611,4.7435,3.1280,4.1250,4.7473,3.1036,0.9361,1.40
130.550,5.0461,4.7437,3.1284,4.0907,4.7568,3.1190,0.9555,0.54
130.600,5.0311,4.7439,3.1266,4.0801,4.7501,3.1240,0.9510,0.15
130.650,5.0161,4.7441,3.1261,4.0729,4.7503,3.1385,0.9433,0.71
130.700,5.0011,4.7444,3.1272,4.0537,4.7462,3.1364,0.9474,0.53
130.750,4.9861,4.7446,3.1270,4.0356,4.7502,3.1054,0.9505,1.24
130.800,4.9711,4.7448,3.1264,4.0024,4.7458,3.0935,0.9687,1.89
130.850,4.9561,4.7450,3.1257,3.9927,4.7452,3.1211,0.9634,0.26
130.900,4.9411,4.7453,3.1264,3.9670,4.7449,3.1125,0.9741,0.80
130.950,4.9261,4.7455,3.1246,3.9446,4.7527,3.1091,0.9816,0.89
131.000,4.9111,4.7458,3.1232,3.9465,4.7385,3.1244,0.9646,0.07
131.050,4.8961,4.7460,3.1227,3.9404,4.7589,3.0863,0.9557,2.09
131.100,4.8811,4.7463,3.1212,3.9413,4.7843,3.1158,0.9405,0.31
131.150,4.8661,4.7466,3.1211,3.8958,4.7653,3.1160,0.9705,0.29
131.200,4.8511,4.7469,3.1209,3.8818,4.7650,3.1058,0.9695,0.87
131.250,4.8361,4.7472,3.1198,3.8746,4.7799,3.1245,0.9620,0.27
131.300,4.8211,4.7476,3.1190,3.8558,4.7453,3.1093,0.9653,0.55
131.350,4.8061,4.7479,3.1179,3.8443,4.7462,3.1160,0.9618,0.11
131.400,4.7911,4.7483,3.1164,3.8154,4.7475,3.1054,0.9757,0.63
131.450,4.7761,4.7486,3.1152,3.8258,4.7332,3.1309,0.9504,0.90
131.500,4.7611,4.7490,3.1147,3.8164,4.7458,3.0984,0.9447,0.93
131.550,4.7461,4.7494,3.1158,3.7884,4.7394,3.0924,0.9578,1.34
131.600,4.7311,4.7498,3.1172,3.7911,4.7345,3.1086,0.9401,0.49
131.650,4.7162,4.7502,3.1190,3.7476,4.7353,3.1137,0.9687,0.30
131.700,4.7012,4.7505,3.1185,3.7652,4.7325,3.1356,0.9362,0.98
131.750,4.6862,4.7509,3.1186,3.7784,4.7499,3.1142,0.9078,0.25
131.800,4.6712,4.7512,3.1189,3.7719,4.7618,3.1280,0.8994,0.52
131.850,4.6562,4.7516,3.1189,3.7533,4.7629,3.0972,0.9030,1.24
131.900,4.6412,4.7519,3.1188,3.7254,4.7671,3.0940,0.9159,1.42
131.950,4.6262,4.7522,3.1182,3.7227,4.7636,3.0865,0.9036,1.82
132.000,4.6112,4.7526,3.1178,3.6989,4.7649,3.1120,0.9124,0.33
132.050,4.5962,4.7530,3.1165,3.6904,4.7674,3.1125,0.9059,0.23
132.100,4.5812,4.7533,3.1168,3.6567,4.7597,3.1017,0.9245,0.87
132.150,4.5662,4.7537,3.1154,3.6303,4.7557,3.1057,0.9359,0.55
132.200,4.5512,4.7541,3.1131,3.5946,4.7691,3.1044,0.9567,0.50
132.250,4.5362,4.7545,3.1117,3.5692,4.7709,3.1300,0.9671,1.05
132.300,4.5212,4.7550,3.1099,3.5749,4.7662,3.1224,0.9463,0.72
132.350,4.5062,4.7554,3.1086,3.5562,4.7545,3.1231,0.9500,0.83
132.400,4.4912,4.7559,3.1088,3.5225,4.7630,3.1090,0.9688,0.01
132.450,4.4762,4.7564,3.1074,3.5002,4.7693,3.1409,0.9761,1.92
132.500,4.4612,4.7569,3.1068,3.5094,4.7635,3.1213,0.9518,0.83
132.550,4.4463,4.7575,3.1080,3.4956,4.7469,3.1055,0.9508,0.14
132.600,4.4313,4.7580,3.1099,3.4508,4.7215,3.0894,0.9812,1.18
132.650,4.4163,4.7584,3.1108,3.4453,4.7625,3.1370,0.9710,1.50
132.700,4.4013,4.7589,3.1115,3.4415,4.7663,3.1334,0.9598,1.25
132.750,4.3863,4.7594,3.1135,3.4275,4.7582,3.1136,0.9588,0.00
132.800,4.3713,4.7598,3.1159,3.4013,4.7530,3.0984,0.9701,1.00
132.850,4.3563,4.7602,3.1160,3.3837,4.7584,3.1018,0.9726,0.81
132.900,4.3413,4.7605,3.1156,3.3739,4.7555,3.0999,0.9674,0.90
132.950,4.3263,4.7609,3.1163,3.3490,4.7691,3.0959,0.9773,1.17
133.000,4.3113,4.7613,3.1178,3.3423,4.7733,3.0929,0.9691,1.43
133.050,4.2963,4.7617,3.1191,3.2966,4.7574,3.1168,0.9997,0.13
133.100,4.2813,4.7620,3.1210,3.2921,4.7685,3.0841,0.9892,2.11
133.150,4.2663,4.7623,3.1242,3.2869,4.7619,3.0872,0.9794,2.12
133.200,4.2513,4.7626,3.1277,3.3067,4.7439,3.0867,0.9448,2.35
133.250,4.2363,4.7628,3.1278,3.2769,4.7735,3.1103,0.9595,1.00
133.300,4.2213,4.7630,3.1283,3.2568,4.7767,3.1234,0.9646,0.28
133.350,4.2063,4.7632,3.1294,3.2584,4.7687,3.1240,0.9479,0.31
133.400,4.1913,4.7634,3.1305,3.2271,4.7680,3.0936,0.9642,2.11
133.450,4.1763,4.7635,3.1310,3.2248,4.7690,3.1099,0.9515,1.21
133.500,4.1613,4.7637,3.1295,3.2244,4.7779,-3.1286,0.9370,1.44
133.550,4.1463,4.7639,3.1278,3.2003,4.7659,3.1254,0.9460,0.14
133.600,4.1313,4.7641,3.1258,3.1936,4.7603,3.1161,0.9378,0.56
133.650,4.1163,4.7643,3.1254,3.1805,4.7671,3.1142,0.9358,0.64
133.700,4.1013,4.7646,3.1253,3.1576,4.8013,3.1112,0.9445,0.81
133.750,4.0863,4.7648,3.1253,3.1331,4.8271,3.1141,0.9552,0.64
133.800,4.0713,4.7651,3.1247,3.1298,4.8334,3.1374,0.9440,0.73
133.850,4.0563,4.7653,3.1236,3.1005,4.8376,-3.1388,0.9586,1.19
133.900,4.0413,4.7656,3.1224,3.0963,4.8017,3.1159,0.9457,0.37
133.950,4.0263,4.7659,3.1223,3.0927,4.7717,3.1106,0.9336,0.67
134.000,4.0113,4.7662,3.1223,3.0595,4.7828,3.1168,0.9519,0.32
134.050,3.9964,4.7664,3.1213,3.0425,4.7914,3.1179,0.9542,0.20
134.100,3.9814,4.7668,3.1206,3.0461,4.7799,3.1253,0.9354,0.27
134.150,3.9664,4.7671,3.1204,3.0365,4.8128,3.1043,0.9311,0.92
134.200,3.9514,4.7674,3.1187,3.0136,4.8015,-3.1322,0.9384,1.85
134.250,3.9364,4.7677,3.1197,3.0110,4.7947,-3.1281,0.9258,2.02
134.300,3.9214,4.7681,3.1216,2.9547,4.7783,-3.1307,0.9668,1.77
134.350,3.9064,4.7684,3.1221,2.9585,4.7892,3.1204,0.9481,0.10
134.400,3.8914,4.7687,3.1229,2.9342,4.7682,3.1244,0.9572,0.09
134.450,3.8764,4.7689,3.1242,2.9026,4.7897,-3.1285,0.9740,1.74
134.500,3.8614,4.7692,3.1233,2.8687,4.7903,-3.1126,0.9929,2.71
134.550,3.8464,4.7695,3.1222,2.8680,4.7967,-3.1376,0.9788,1.34
134.600,3.8314,4.7698,3.1215,2.8622,4.7696,3.1179,0.9692,0.21
134.650,3.8164,4.7701,3.1189,2.8681,4.7805,3.1264,0.9483,0.43
134.700,3.8014,4.7704,3.1184,2.8349,4.7684,-3.1237,0.9665,2.35
134.750,3.7864,4.7707,3.1177,2.8117,4.7600,3.1365,0.9748,1.08
134.800,3.7714,4.7711,3.1161,2.7983,4.7518,3.1347,0.9733,1.07
134.850,3.7564,4.7715,3.1146,2.7647,4.7651,3.1239,0.9918,0.53
134.900,3.7414,4.7719,3.1142,2.7569,4.7837,-3.1248,0.9845,2.53
134.950,3.7264,4.7723,3.1143,2.7552,4.7899,-3.1238,0.9714,2.59
135.000,3.7114,4.7727,3.1142,2.7521,4.7871,-3.1345,0.9594,1.98
135.050,3.6964,4.7731,3.1150,2.7430,4.8050,-3.1323,0.9539,2.06
135.100,3.6814,4.7735,3.1160,2.7536,4.7981,-3.1379,0.9281,1.68
135.150,3.6664,4.7739,3.1171,2.7398,4.7977,3.1199,0.9269,0.16
135.200,3.6514,4.7743,3.1175,2.7132,4.8043,3.1311,0.9387,0.78
135.250,3.6364,4.7746,3.1180,2.7174,4.7827,3.1325,0.9190,0.83
135.300,3.6214,4.7750,3.1183,2.7046,4.7628,-3.1368,0.9169,1.61
135.350,3.6065,4.7753,3.1183,2.6813,4.7933,-3.1270,0.9254,2.17
135.400,3.5915,4.7757,3.1190,2.6555,4.7861,-3.1241,0.9360,2.30
135.450,3.5765,4.7760,3.1191,2.6495,4.7974,-3.1405,0.9272,1.35
135.500,3.5615,4.7764,3.1192,2.6310,4.7782,3.1218,0.9305,0.15
135.550,3.5465,4.7767,3.1185,2.6165,4.7713,-3.1230,0.9300,2.39
135.600,3.5315,4.7770,3.1187,2.5975,4.7802,-3.1228,0.9340,2.39
135.650,3.5165,4.7774,3.1183,2.6048,4.7757,-3.1410,0.9117,1.37
135.700,3.5015,4.7777,3.1182,2.6167,4.7858,-3.1173,0.8848,2.73
135.750,3.4865,4.7781,3.1176,2.5886,4.8087,-3.1092,0.8984,3.23
135.800,3.4715,4.7784,3.1158,2.5539,4.8210,3.1410,0.9186,1.44
135.850,3.4565,4.7788,3.1151,2.5270,4.8234,3.1388,0.9305,1.36
135.900,3.4415,4.7792,3.1147,2.5351,4.7985,-3.1296,0.9066,2.23
135.950,3.4265,4.7796,3.1145,2.5033,4.7904,-3.1302,0.9233,2.21
136.000,3.4115,4.7800,3.1143,2.5097,4.7815,-3.1325,0.9018,2.08
136.050,3.3965,4.7805,3.1144,2.4695,4.7886,-3.1361,0.9270,1.87
136.100,3.3815,4.7809,3.1143,2.4762,4.8028,-3.1189,0.9056,2.86
136.150,3.3665,4.7813,3.1151,2.4255,4.8069,-3.1224,0.9413,2.62
136.200,3.3515,4.7817,3.1163,2.4311,4.8089,-3.1343,0.9208,1.87
136.250,3.3365,4.7820,3.1158,2.3939,4.8207,-3.1316,0.9434,2.05
136.300,3.3215,4.7824,3.1169,2.3697,4.8174,-3.1364,0.9525,1.71
136.350,3.3065,4.7828,3.1176,2.3592,4.8146,-3.1162,0.9478,2.83
136.400,3.2916,4.7832,3.1172,2.3456,4.8119,-3.1036,0.9465,3.58
136.450,3.2766,4.7835,3.1178,2.3485,4.8261,-3.1339,0.9291,1.80
136.500,3.2616,4.7839,3.1182,2.3319,4.8037,-3.0678,0.9299,5.57
136.550,3.2466,4.7842,3.1181,2.3404,4.7915,-3.1256,0.9062,2.26
136.600,3.2316,4.7846,3.1189,2.3083,4.7685,3.1376,0.9235,1.07
136.650,3.2166,4.7849,3.1193,2.3259,4.7826,-3.1373,0.8907,1.52
136.700,3.2016,4.7853,3.1188,2.2881,4.7982,-3.1402,0.9136,1.38
136.750,3.1866,4.7856,3.1184,2.2473,4.7947,-3.1135,0.9393,2.94
136.800,3.1716,4.7860,3.1179,2.2281,4.7726,-3.1233,0.9436,2.40
136.850,3.1566,4.7863,3.1179,2.1812,4.7755,-3.1029,0.9755,3.58
136.900,3.1416,4.7867,3.1206,2.1602,4.8007,-3.0832,0.9815,4.55
136.950,3.1266,4.7870,3.1254,2.1823,4.8021,-3.1376,0.9444,1.16
137.000,3.1116,4.7872,3.1300,2.1580,4.8109,-3.1203,0.9539,1.88
137.050,3.0966,4.7874,3.1347,2.1655,4.8065,3.1397,0.9313,0.29
137.100,3.0816,4.7875,3.1373,2.1376,4.8069,3.1348,0.9442,0.14
137.150,3.0666,4.7876,3.1377,2.1306,4.7763,-3.1374,0.9360,0.46
137.200,3.0516,4.7876,3.1387,2.1302,4.7949,-3.1167,0.9214,1.59
137.250,3.0366,4.7877,3.1403,2.1196,4.7823,3.1361,0.9170,0.24
137.300,3.0216,4.7877,3.1408,2.0984,4.7757,3.1271,0.9233,0.79
137.350,3.0066,4.7877,-3.1389,2.0913,4.7901,3.1245,0.9153,1.14
137.400,2.9916,4.7877,-3.1379,2.0808,4.7686,3.1137,0.9110,1.81
137.450,2.9766,4.7876,-3.1376,2.0672,4.7779,-3.1242,0.9095,0.77
137.500,2.9616,4.7875,-3.1381,2.0490,4.7783,-3.1217,0.9126,0.94
137.550,2.9466,4.7875,-3.1371,2.0218,4.7832,-3.1344,0.9248,0.16
137.600,2.9316,4.7874,-3.1374,1.9698,4.7808,-3.1251,0.9618,0.70
137.650,2.9166,4.7874,-3.1374,1.9587,4.7706,-3.1255,0.9580,0.68
137.700,2.9016,4.7873,-3.1379,1.9286,4.7834,-3.1187,0.9730,1.10
137.750,2.8866,4.7872,-3.1372,1.9144,4.8015,3.1346,0.9723,0.65
137.800,2.8716,4.7872,-3.1374,1.9277,4.7800,-3.1298,0.9439,0.44
137.850,2.8566,4.7871,-3.1371,1.8922,4.7730,-3.1140,0.9645,1.32
137.900,2.8416,4.7870,-3.1385,1.8787,4.7886,-3.1122,0.9629,1.51
137.950,2.8266,4.7870,-3.1398,1.8781,4.7828,-3.1154,0.9485,1.40
138.000,2.8116,4.7870,-3.1416,1.8651,4.8029,-3.1285,0.9466,0.75
138.050,2.7966,4.7870,3.1409,1.8503,4.8234,-3.1128,0.9470,1.69
138.100,2.7816,4.7870,3.1404,1.8442,4.8002,-3.1282,0.9375,0.84
138.150,2.7666,4.7870,3.1401,1.8586,4.7986,-3.1176,0.9081,1.46
138.200,2.7516,4.7870,3.1401,1.8163,4.7927,-3.1155,0.9353,1.58
138.250,2.7366,4.7870,3.1410,1.8092,4.8051,3.1217,0.9276,1.11
138.300,2.7216,4.7871,-3.1415,1.8082,4.8070,3.1277,0.9136,0.80
138.350,2.7066,4.7871,-3.1401,1.7877,4.7990,3.1077,0.9189,2.03
138.400,2.6916,4.7870,-3.1387,1.7808,4.7857,3.1094,0.9108,2.01
138.450,2.6766,4.7870,-3.1386,1.7701,4.7788,3.1362,0.9065,0.48
138.500,2.6616,4.7869,-3.1401,1.7717,4.8004,-3.1353,0.8900,0.28
138.550,2.6466,4.7869,-3.1400,1.7820,4.7971,-3.1142,0.8647,1.48
138.600,2.6316,4.7869,-3.1406,1.7624,4.7895,-3.1407,0.8692,0.01
138.650,2.6166,4.7869,-3.1399,1.7316,4.7876,-3.1335,0.8850,0.36
138.700,2.6016,4.7869,-3.1398,1.7234,4.7884,3.1308,0.8782,0.72
138.750,2.5866,4.7868,-3.1413,1.7015,4.7777,3.1143,0.8852,1.58
138.800,2.5716,4.7868,3.1409,1.6891,4.7680,3.1252,0.8827,0.90
138.850,2.5566,4.7868,3.1403,1.6636,4.7765,3.1160,0.8930,1.39
138.900,2.5416,4.7869,3.1395,1.6581,4.7852,-3.1369,0.8835,0.39
138.950,2.5266,4.7869,3.1398,1.6481,4.7707,3.1334,0.8786,0.36
139.000,2.5116,4.7869,-3.1413,1.6467,4.7760,-3.1205,0.8650,1.19
139.050,2.4966,4.7869,-3.1389,1.6273,4.8020,-3.1276,0.8694,0.65
139.100,2.4816,4.7869,-3.1386,1.6191,4.8092,3.1354,0.8628,0.53
139.150,2.4666,4.7868,-3.1388,1.6028,4.8038,3.1328,0.8640,0.66
139.200,2.4516,4.7868,-3.1395,1.5848,4.8060,3.1118,0.8670,1.83
139.250,2.4366,4.7867,-3.1396,1.5763,4.8160,3.1126,0.8608,1.77
139.300,2.4216,4.7867,-3.1393,1.5716,4.7982,3.1013,0.8501,2.44
139.350,2.4066,4.7867,-3.1386,1.5659,4.7637,3.0964,0.8410,2.76
139.400,2.3916,4.7866,-3.1373,1.5870,4.7542,3.1000,0.8053,2.63
139.450,2.3766,4.7866,-3.1351,1.5910,4.7509,3.0669,0.7864,4.65
139.500,2.3616,4.7865,-3.1330,1.5766,4.7582,3.1298,0.7855,1.17
139.550,2.3466,4.7864,-3.1318,1.5653,4.7653,-3.1312,0.7815,0.03
139.600,2.3316,4.7862,-3.1312,1.5568,4.7739,3.1241,0.7749,1.60
139.650,2.3166,4.7860,-3.1285,1.5381,4.7904,3.1325,0.7785,1.27
139.700,2.3016,4.7859,-3.1299,1.5186,4.7841,3.1351,0.7830,1.04
139.750,2.2866,4.7857,-3.1302,1.5166,4.7817,3.1220,0.7700,1.77
139.800,2.2716,4.7855,-3.1317,1.5218,4.7989,3.1330,0.7499,1.06
139.850,2.2566,4.7854,-3.1324,1.5178,4.7931,3.1167,0.7388,1.95
139.900,2.2416,4.7852,-3.1318,1.5276,4.7941,3.1093,0.7141,2.41
139.950,2.2266,4.7851,-3.1325,1.4960,4.7987,3.1227,0.7307,1.60
140.000,2.2116,4.7849,-3.1341,1.4813,4.7957,3.1347,0.7304,0.82
140.050,2.1966,4.7848,-3.1363,1.4889,4.7872,3.1226,0.7077,1.39
140.100,2.1816,4.7847,-3.1375,1.4704,4.7874,-3.1317,0.7112,0.33
140.150,2.1666,4.7847,-3.1370,1.4518,4.7926,3.1155,0.7148,1.76
140.200,2.1516,4.7846,-3.1365,1.4698,4.7815,3.1174,0.6818,1.68
140.250,2.1366,4.7845,-3.1356,1.4625,4.7933,3.1072,0.6741,2.32
140.300,2.1216,4.7844,-3.1345,1.4558,4.7892,3.1209,0.6658,1.59
140.350,2.1066,4.7843,-3.1356,1.4253,4.7966,3.1281,0.6814,1.12
140.400,2.0916,4.7843,-3.1362,1.4220,4.7954,3.1160,0.6697,1.78
140.450,2.0766,4.7842,-3.1366,1.4350,4.8089,3.1277,0.6420,1.08
140.500,2.0616,4.7841,-3.1372,1.4293,4.8065,-3.1066,0.6326,1.75
140.550,2.0466,4.7840,-3.1369,1.4210,4.8168,3.1124,0.6264,1.94
140.600,2.0316,4.7840,-3.1375,1.3982,4.7953,3.1301,0.6335,0.89
140.650,2.0166,4.7839,-3.1389,1.3977,4.7889,3.1264,0.6189,1.03
140.700,2.0016,4.7839,-3.1404,1.3935,4.7989,3.1361,0.6083,0.38
140.750,1.9866,4.7838,-3.1413,1.3744,4.7959,3.1209,0.6123,1.20
140.800,1.9721,4.7838,3.1406,1.3785,4.8026,-3.1362,0.5939,0.36
140.850,1.9577,4.7838,3.1387,1.3738,4.7958,3.1233,0.5840,0.89
140.900,1.9437,4.7839,3.1373,1.3591,4.8020,-3.1395,0.5849,0.37
140.950,1.9300,4.7839,3.1379,1.3409,4.7946,3.1379,0.5892,0.00
141.000,1.9161,4.7840,3.1367,1.3434,4.8052,-3.1396,0.5731,0.40
141.050,1.9027,4.7841,3.1345,1.3468,4.8043,3.1195,0.5563,0.86
141.100,1.8895,4.7842,3.1332,1.3509,4.8127,3.1356,0.5394,0.13
141.150,1.8764,4.7843,3.1317,1.3640,4.8001,3.1083,0.5127,1.34
141.200,1.8634,4.7844,3.1317,1.3525,4.7976,3.1228,0.5110,0.51
141.250,1.8506,4.7845,3.1325,1.3366,4.8092,-3.1364,0.5146,0.82
141.300,1.8380,4.7846,3.1324,1.3429,4.8125,-3.1325,0.4959,1.05
141.350,1.8251,4.7848,3.1318,1.3413,4.8096,-3.1400,0.4845,0.65
141.400,1.8128,4.7849,3.1308,1.3341,4.8097,3.1305,0.4794,0.02
141.450,1.8007,4.7850,3.1320,1.3234,4.7964,3.1235,0.4774,0.49
141.500,1.7886,4.7851,3.1330,1.3156,4.8001,-3.1362,0.4733,0.80
141.550,1.7768,4.7852,3.1342,1.2875,4.7869,-3.1306,0.4893,1.05
