t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
36.000,11.8283,9.7206,0.0151,11.8050,9.7300,0.0217,0.0252,0.38
36.050,11.8433,9.7208,0.0164,11.8157,9.7094,0.0010,0.0299,0.88
36.100,11.8583,9.7210,0.0169,11.8160,9.6981,0.0129,0.0481,0.23
36.150,11.8733,9.7213,0.0179,11.8328,9.7062,0.0233,0.0432,0.31
36.200,11.8883,9.7215,0.0187,11.8281,9.7170,-0.0139,0.0604,1.87
36.250,11.9033,9.7218,0.0177,11.8397,9.7058,0.0147,0.0656,0.17
36.300,11.9182,9.7221,0.0182,11.8614,9.7253,0.0343,0.0569,0.92
36.350,11.9332,9.7224,0.0194,11.8674,9.7228,-0.0063,0.0658,1.47
36.400,11.9482,9.7227,0.0209,11.8955,9.7007,0.0183,0.0571,0.15
36.450,11.9632,9.7230,0.0218,11.9090,9.7042,0.0058,0.0574,0.92
36.500,11.9782,9.7233,0.0230,11.9440,9.7159,-0.0019,0.0350,1.43
36.550,11.9932,9.7236,0.0245,11.9284,9.7020,0.0196,0.0683,0.28
36.600,12.0082,9.7240,0.0263,11.9616,9.6999,0.0200,0.0525,0.36
36.650,12.0232,9.7244,0.0283,11.9697,9.6964,0.0218,0.0604,0.37
36.700,12.0382,9.7248,0.0339,11.9973,9.6907,0.0297,0.0532,0.24
36.750,12.0532,9.7253,0.0381,12.0278,9.6712,-0.0194,0.0598,3.29
36.800,12.0682,9.7259,0.0412,12.0302,9.6793,-0.0035,0.0601,2.56
36.850,12.0832,9.7265,0.0434,12.0222,9.6956,-0.0085,0.0683,2.98
36.900,12.0982,9.7272,0.0447,12.0419,9.6965,0.0127,0.0642,1.83
36.950,12.1132,9.7278,0.0454,12.0508,9.7027,0.0233,0.0673,1.26
37.000,12.1281,9.7285,0.0453,12.0679,9.7090,0.0226,0.0633,1.30
37.050,12.1431,9.7292,0.0448,12.0778,9.7086,0.0495,0.0685,0.27
37.100,12.1581,9.7299,0.0441,12.0819,9.7161,0.0432,0.0774,0.05
37.150,12.1731,9.7305,0.0431,12.0909,9.7230,0.0362,0.0826,0.40
37.200,12.1881,9.7312,0.0429,12.1194,9.7145,0.0625,0.0707,1.12
37.250,12.2031,9.7318,0.0415,12.1528,9.6989,0.0715,0.0601,1.72
37.300,12.2181,9.7324,0.0389,12.1610,9.7165,0.0758,0.0593,2.12
37.350,12.2330,9.7330,0.0376,12.1793,9.7343,0.0771,0.0537,2.26
37.400,12.2480,9.7336,0.0362,12.1761,9.7342,0.0381,0.0719,0.11
37.450,12.2630,9.7341,0.0339,12.1980,9.7371,0.0341,0.0651,0.01
37.500,12.2780,9.7346,0.0323,12.1930,9.7455,0.0466,0.0857,0.82
37.550,12.2930,9.7351,0.0317,12.2142,9.7441,0.0307,0.0793,0.06
37.600,12.3080,9.7356,0.0293,12.2417,9.7292,0.0246,0.0666,0.27
37.650,12.3230,9.7360,0.0278,12.2706,9.7476,0.0495,0.0537,1.24
37.700,12.3380,9.7365,0.0256,12.2939,9.7414,0.0321,0.0443,0.37
37.750,12.3530,9.7368,0.0248,12.3011,9.7471,0.0433,0.0529,1.06
37.800,12.3680,9.7372,0.0242,12.3185,9.7350,0.0201,0.0496,0.23
37.850,12.3830,9.7376,0.0235,12.3445,9.7298,0.0271,0.0392,0.21
37.900,12.3980,9.7379,0.0209,12.3455,9.7338,0.0223,0.0526,0.08
37.950,12.4130,9.7382,0.0186,12.3809,9.7524,0.0492,0.0351,1.76
38.000,12.4280,9.7385,0.0162,12.3838,9.7656,0.0107,0.0518,0.32
38.050,12.4430,9.7388,0.0139,12.3970,9.7625,0.0244,0.0517,0.60
38.100,12.4580,9.7390,0.0118,12.4326,9.7506,0.0447,0.0279,1.88
38.150,12.4730,9.7392,0.0108,12.4431,9.7559,0.0243,0.0343,0.77
38.200,12.4880,9.7393,0.0098,12.4631,9.7471,0.0104,0.0261,0.03
38.250,12.5030,9.7395,0.0092,12.4683,9.7481,0.0037,0.0358,0.32
38.300,12.5180,9.7396,0.0099,12.4836,9.7485,-0.0060,0.0355,0.91
38.350,12.5330,9.7398,0.0098,12.4958,9.7260,-0.0043,0.0397,0.81
38.400,12.5480,9.7399,0.0121,12.5104,9.7288,0.0154,0.0392,0.19
38.450,12.5630,9.7401,0.0137,12.5319,9.7115,-0.0276,0.0422,2.37
38.500,12.5780,9.7403,0.0135,12.5403,9.7112,-0.0045,0.0476,1.03
38.550,12.5930,9.7405,0.0120,12.5516,9.7328,0.0121,0.0421,0.00
38.600,12.6079,9.7407,0.0112,12.5687,9.7462,0.0300,0.0396,1.08
38.650,12.6229,9.7408,0.0088,12.5704,9.7475,0.0021,0.0529,0.38
38.700,12.6379,9.7410,0.0072,12.5922,9.7647,0.0216,0.0515,0.82
38.750,12.6529,9.7411,0.0051,12.6162,9.7532,0.0156,0.0387,0.60
38.800,12.6679,9.7412,0.0042,12.6246,9.7624,0.0169,0.0482,0.73
38.850,12.6829,9.7412,0.0033,12.6446,9.7502,-0.0005,0.0393,0.22
38.900,12.6979,9.7413,0.0036,12.6626,9.7384,0.0241,0.0354,1.17
38.950,12.7129,9.7413,0.0055,12.6868,9.7343,-0.0049,0.0270,0.60
39.000,12.7279,9.7414,0.0054,12.7023,9.7212,-0.0212,0.0326,1.52
39.050,12.7429,9.7415,0.0089,12.6965,9.7332,0.0128,0.0472,0.23
39.100,12.7579,9.7416,0.0101,12.7186,9.6983,-0.0132,0.0585,1.34
39.150,12.7729,9.7418,0.0112,12.7373,9.7177,0.0120,0.0430,0.04
39.200,12.7879,9.7419,0.0131,12.7552,9.7267,-0.0071,0.0361,1.16
39.250,12.8029,9.7421,0.0152,12.7625,9.7219,-0.0160,0.0452,1.79
39.300,12.8179,9.7424,0.0172,12.7828,9.7170,-0.0107,0.0434,1.60
39.350,12.8329,9.7426,0.0183,12.7985,9.7154,-0.0026,0.0438,1.20
39.400,12.8479,9.7429,0.0190,12.8230,9.7235,0.0050,0.0316,0.80
39.450,12.8629,9.7432,0.0163,12.8432,9.7225,0.0152,0.0286,0.06
39.500,12.8779,9.7434,0.0136,12.8577,9.7466,0.0665,0.0204,3.03
39.550,12.8929,9.7436,0.0113,12.8461,9.7571,0.0398,0.0487,1.63
39.600,12.9079,9.7438,0.0104,12.8911,9.7655,0.0254,0.0274,0.86
39.650,12.9229,9.7439,0.0093,12.9035,9.7503,0.0116,0.0204,0.13
39.700,12.9379,9.7441,0.0080,12.8953,9.7494,0.0176,0.0429,0.55
39.750,12.9529,9.7442,0.0084,12.9147,9.7538,0.0142,0.0394,0.33
39.800,12.9679,9.7443,0.0076,12.9470,9.7281,0.0120,0.0264,0.25
39.850,12.9829,9.7444,0.0065,12.9493,9.7441,0.0229,0.0336,0.94
39.900,12.9979,9.7445,0.0053,12.9496,9.7483,0.0213,0.0485,0.92
39.950,13.0129,9.7446,0.0038,12.9739,9.7499,0.0207,0.0394,0.97
40.000,13.0279,9.7447,0.0032,12.9934,9.7609,0.0127,0.0381,0.54
40.050,13.0429,9.7447,0.0020,12.9991,9.7519,-0.0010,0.0444,0.17
40.100,13.0579,9.7448,0.0005,13.0365,9.7515,0.0214,0.0224,1.20
40.150,13.0729,9.7448,0.0003,13.0435,9.7527,0.0283,0.0304,1.60
40.200,13.0879,9.7448,0.0002,13.0509,9.7472,-0.0020,0.0371,0.13
40.250,13.1029,9.7448,0.0002,13.0702,9.7456,-0.0053,0.0327,0.32
40.300,13.1179,9.7448,0.0008,13.0799,9.7447,-0.0012,0.0380,0.12
40.350,13.1329,9.7448,0.0012,13.0906,9.7395,-0.0167,0.0426,1.02
40.400,13.1479,9.7448,0.0019,13.1008,9.7430,-0.0137,0.0472,0.89
40.450,13.1629,9.7448,0.0020,13.1200,9.7409,-0.0184,0.0431,1.17
40.500,13.1779,9.7449,0.0023,13.1448,9.7489,-0.0139,0.0333,0.93
40.550,13.1929,9.7449,0.0026,13.1608,9.7440,-0.0108,0.0321,0.77
40.600,13.2079,9.7449,0.0020,13.1660,9.7551,-0.0328,0.0431,1.99
40.650,13.2229,9.7450,0.0019,13.1704,9.7534,0.0007,0.0532,0.07
40.700,13.2379,9.7450,0.0024,13.1712,9.7449,0.0005,0.0667,0.11
40.750,13.2529,9.7450,0.0031,13.2032,9.7457,-0.0181,0.0497,1.21
40.800,13.2679,9.7451,0.0036,13.2386,9.7351,-0.0047,0.0310,0.47
40.850,13.2829,9.7451,0.0052,13.2729,9.7361,0.0021,0.0135,0.18
40.900,13.2979,9.7452,0.0068,13.3002,9.7200,-0.0014,0.0253,0.47
40.950,13.3129,9.7453,0.0080,13.2762,9.7150,0.0070,0.0476,0.05
41.000,13.3279,9.7454,0.0085,13.2870,9.7262,-0.0036,0.0452,0.69
41.050,13.3429,9.7456,0.0099,13.3154,9.7328,0.0098,0.0303,0.01
41.100,13.3579,9.7457,0.0106,13.3166,9.7274,-0.0110,0.0451,1.24
41.150,13.3729,9.7459,0.0110,13.3229,9.7362,-0.0036,0.0509,0.84
41.200,13.3879,9.7460,0.0120,13.3557,9.7338,0.0115,0.0344,0.03
41.250,13.4029,9.7462,0.0130,13.3768,9.7170,0.0255,0.0391,0.71
41.300,13.4179,9.7464,0.0154,13.3711,9.7311,-0.0007,0.0493,0.92
41.350,13.4329,9.7466,0.0133,13.4117,9.7211,-0.0249,0.0332,2.19
41.400,13.4479,9.7468,0.0107,13.4061,9.7723,0.0146,0.0490,0.23
41.450,13.4629,9.7470,0.0088,13.4271,9.7637,0.0450,0.0395,2.07
41.500,13.4779,9.7471,0.0072,13.4516,9.7575,0.0340,0.0282,1.54
41.550,13.4929,9.7472,0.0064,13.4898,9.7575,0.0208,0.0108,0.82
41.600,13.5079,9.7473,0.0066,13.5028,9.7451,0.0285,0.0056,1.25
41.650,13.5229,9.7474,0.0073,13.5209,9.7480,-0.0068,0.0021,0.81
41.700,13.5379,9.7475,0.0096,13.5388,9.7460,-0.0160,0.0018,1.47
41.750,13.5529,9.7477,0.0106,13.5408,9.7231,-0.0075,0.0274,1.04
41.800,13.5679,9.7478,0.0103,13.5577,9.7446,-0.0196,0.0107,1.72
41.850,13.5829,9.7480,0.0104,13.5750,9.7431,0.0206,0.0093,0.58
41.900,13.5979,9.7482,0.0084,13.5851,9.7460,0.0008,0.0129,0.43
41.950,13.6129,9.7483,0.0087,13.6035,9.7582,0.0378,0.0137,1.67
42.000,13.6279,9.7484,0.0090,13.5928,9.7348,0.0211,0.0377,0.69
42.050,13.6429,9.7486,0.0093,13.6267,9.7330,0.0272,0.0225,1.03
42.100,13.6579,9.7487,0.0107,13.6449,9.7382,0.0154,0.0167,0.27
42.150,13.6729,9.7489,0.0132,13.6325,9.7297,-0.0041,0.0447,0.99
42.200,13.6879,9.7490,0.0161,13.6435,9.7078,0.0089,0.0606,0.41
42.250,13.7029,9.7493,0.0202,13.6518,9.7188,-0.0343,0.0595,3.12
42.300,13.7179,9.7496,0.0230,13.6713,9.6991,-0.0348,0.0687,3.31
42.350,13.7329,9.7499,0.0237,13.7117,9.7107,-0.0148,0.0446,2.20
42.400,13.7479,9.7503,0.0255,13.7203,9.7265,0.0262,0.0365,0.04
42.450,13.7629,9.7507,0.0259,13.7276,9.7059,0.0312,0.0570,0.30
42.500,13.7779,9.7511,0.0253,13.7306,9.7280,0.0328,0.0526,0.43
42.550,13.7929,9.7514,0.0241,13.7492,9.7378,0.0455,0.0458,1.23
42.600,13.8079,9.7518,0.0220,13.7869,9.7630,0.0164,0.0238,0.32
42.650,13.8229,9.7521,0.0199,13.7966,9.7697,0.0367,0.0317,0.96
42.700,13.8379,9.7524,0.0173,13.8197,9.7720,0.0288,0.0268,0.66
42.750,13.8529,9.7527,0.0140,13.8263,9.7736,0.0447,0.0338,1.76
42.800,13.8679,9.7529,0.0118,13.8510,9.7909,0.0347,0.0416,1.31
42.850,13.8829,9.7531,0.0113,13.8614,9.7823,0.0126,0.0363,0.08
42.900,13.8979,9.7532,0.0097,13.8536,9.7613,-0.0003,0.0450,0.57
42.950,13.9129,9.7534,0.0091,13.8877,9.7788,0.0028,0.0358,0.36
43.000,13.9279,9.7535,0.0077,13.9050,9.7551,0.0140,0.0229,0.36
43.050,13.9429,9.7536,0.0072,13.9268,9.7642,0.0264,0.0193,1.10
43.100,13.9579,9.7538,0.0068,13.9255,9.7623,-0.0003,0.0335,0.41
43.150,13.9729,9.7539,0.0069,13.9505,9.7449,0.0297,0.0241,1.31
43.200,13.9879,9.7540,0.0080,13.9578,9.7430,0.0218,0.0320,0.79
43.250,14.0029,9.7541,0.0088,13.9547,9.7263,0.0156,0.0556,0.39
43.300,14.0179,9.7542,0.0109,13.9775,9.7286,0.0258,0.0478,0.85
43.350,14.0329,9.7544,0.0120,13.9849,9.7146,0.0105,0.0624,0.09
43.400,14.0479,9.7546,0.0128,14.0008,9.7268,0.0172,0.0547,0.25
43.450,14.0629,9.7547,0.0127,14.0293,9.7213,0.0428,0.0473,1.72
43.500,14.0779,9.7549,0.0134,14.0345,9.7377,0.0359,0.0467,1.29
43.550,14.0929,9.7551,0.0132,14.0606,9.7325,0.0222,0.0394,0.52
43.600,14.1079,9.7553,0.0121,14.0867,9.7444,0.0306,0.0238,1.06
43.650,14.1228,9.7555,0.0106,14.1057,9.7587,0.0294,0.0174,1.08
43.700,14.1378,9.7557,0.0103,14.1216,9.7718,0.0207,0.0228,0.60
43.750,14.1528,9.7558,0.0079,14.1129,9.7610,-0.0010,0.0403,0.51
43.800,14.1678,9.7560,0.0048,14.1419,9.7805,0.0286,0.0357,1.37
43.850,14.1828,9.7560,0.0021,14.1545,9.7889,0.0323,0.0434,1.73
43.900,14.1978,9.7561,0.0004,14.1644,9.7953,0.0047,0.0515,0.24
43.950,14.2128,9.7561,0.0001,14.1785,9.7762,0.0152,0.0398,0.87
44.000,14.2278,9.7561,0.0014,14.1970,9.7615,-0.0021,0.0313,0.20
44.050,14.2428,9.7561,0.0030,14.2070,9.7429,-0.0088,0.0382,0.67
44.100,14.2578,9.7561,0.0060,14.2156,9.7270,0.0147,0.0513,0.50
44.150,14.2728,9.7562,0.0086,14.2370,9.7198,-0.0066,0.0511,0.87
44.200,14.2878,9.7563,0.0111,14.2576,9.7252,-0.0003,0.0434,0.65
44.250,14.3028,9.7565,0.0140,14.2762,9.7117,0.0349,0.0521,1.20
44.300,14.3178,9.7567,0.0174,14.3025,9.7118,0.0266,0.0474,0.53
44.350,14.3328,9.7570,0.0198,14.2924,9.7171,-0.0004,0.0567,1.15
44.400,14.3478,9.7573,0.0238,14.3301,9.7144,0.0344,0.0464,0.61
44.450,14.3628,9.7576,0.0260,14.3413,9.6988,0.0295,0.0626,0.20
44.500,14.3778,9.7580,0.0235,14.3501,9.7274,0.0131,0.0413,0.60
44.550,14.3928,9.7584,0.0217,14.3655,9.7655,0.0527,0.0282,1.77
44.600,14.4078,9.7587,0.0206,14.3641,9.7606,0.0490,0.0437,1.63
44.650,14.4228,9.7590,0.0184,14.3945,9.7691,0.0105,0.0300,0.46
44.700,14.4378,9.7593,0.0160,14.3968,9.7877,0.0033,0.0499,0.73
44.750,14.4528,9.7595,0.0145,14.4171,9.7970,0.0036,0.0518,0.62
44.800,14.4678,9.7598,0.0137,14.4174,9.7837,-0.0007,0.0558,0.82
44.850,14.4828,9.7600,0.0140,14.4491,9.7610,0.0263,0.0337,0.70
44.900,14.4978,9.7602,0.0120,14.4802,9.7519,0.0069,0.0195,0.29
44.950,14.5128,9.7603,0.0103,14.4890,9.7710,0.0465,0.0261,2.07
45.000,14.5278,9.7605,0.0091,14.5092,9.7733,0.0353,0.0226,1.50
45.050,14.5428,9.7606,0.0085,14.5184,9.7650,0.0303,0.0248,1.25
45.100,14.5578,9.7608,0.0072,14.5178,9.7676,0.0078,0.0406,0.03
45.150,14.5728,9.7609,0.0067,14.5591,9.7693,0.0299,0.0161,1.33
45.200,14.5878,9.7610,0.0052,14.5781,9.7590,0.0201,0.0099,0.85
45.250,14.6028,9.7611,0.0048,14.5615,9.7726,0.0314,0.0429,1.52
45.300,14.6178,9.7611,0.0047,14.5805,9.7632,0.0106,0.0374,0.34
45.350,14.6328,9.7612,0.0041,14.6275,9.7654,-0.0033,0.0067,0.43
45.400,14.6478,9.7613,0.0030,14.6359,9.7640,0.0179,0.0122,0.85
45.450,14.6628,9.7613,0.0037,14.6480,9.7731,0.0179,0.0189,0.81
45.500,14.6778,9.7614,0.0047,14.6620,9.7602,-0.0176,0.0158,1.28
45.550,14.6928,9.7614,0.0053,14.7069,9.7471,-0.0022,0.0200,0.43
45.600,14.7078,9.7615,0.0060,14.7237,9.7533,0.0028,0.0179,0.19
45.650,14.7228,9.7616,0.0057,14.7442,9.7563,-0.0094,0.0220,0.87
45.700,14.7378,9.7617,0.0055,14.7213,9.7649,0.0081,0.0168,0.15
45.750,14.7528,9.7618,0.0036,14.7289,9.7653,0.0033,0.0242,0.02
45.800,14.7678,9.7618,0.0034,14.7428,9.7815,0.0291,0.0318,1.48
45.850,14.7828,9.7619,0.0030,14.7281,9.7616,0.0139,0.0547,0.63
45.900,14.7978,9.7619,0.0011,14.7498,9.7743,-0.0082,0.0496,0.53
45.950,14.8128,9.7619,0.0008,14.7539,9.7942,0.0030,0.0672,0.12
46.000,14.8278,9.7619,0.0004,14.7825,9.7749,-0.0102,0.0471,0.61
46.050,14.8428,9.7619,0.0005,14.7989,9.7746,-0.0056,0.0457,0.35
46.100,14.8578,9.7620,-0.0007,14.8184,9.7632,-0.0003,0.0394,0.02
46.150,14.8728,9.7619,-0.0019,14.8460,9.7839,0.0044,0.0346,0.36
46.200,14.8878,9.7619,-0.0028,14.8614,9.7922,-0.0135,0.0402,0.61
46.250,14.9028,9.7619,-0.0044,14.8829,9.7848,-0.0099,0.0303,0.31
46.300,14.9178,9.7618,-0.0063,14.8999,9.8003,-0.0160,0.0424,0.55
46.350,14.9328,9.7617,-0.0064,14.8959,9.8024,-0.0126,0.0549,0.36
46.400,14.9478,9.7616,-0.0059,14.9254,9.7881,-0.0411,0.0347,2.02
46.450,14.9628,9.7615,-0.0072,14.9130,9.7716,-0.0276,0.0508,1.17
46.500,14.9778,9.7614,-0.0071,14.9214,9.7846,0.0063,0.0610,0.77
46.550,14.9928,9.7613,-0.0069,14.9466,9.7710,-0.0123,0.0472,0.31
46.600,15.0078,9.7612,-0.0069,14.9712,9.7794,-0.0321,0.0409,1.44
46.650,15.0228,9.7611,-0.0069,14.9673,9.7738,-0.0161,0.0569,0.52
46.700,15.0378,9.7610,-0.0086,14.9887,9.7770,-0.0239,0.0516,0.87
46.750,15.0528,9.7609,-0.0101,14.9969,9.7826,0.0168,0.0600,1.54
46.800,15.0678,9.7607,-0.0104,15.0285,9.7788,0.0165,0.0433,1.54
46.850,15.0828,9.7606,-0.0102,15.0481,9.7681,0.0079,0.0355,1.04
46.900,15.0978,9.7604,-0.0101,15.0690,9.7661,-0.0024,0.0294,0.44
46.950,15.1128,9.7603,-0.0083,15.0679,9.7581,0.0181,0.0449,1.51
47.000,15.1278,9.7601,-0.0065,15.0806,9.7490,-0.0059,0.0485,0.04
47.050,15.1428,9.7600,-0.0052,15.1102,9.7479,-0.0029,0.0348,0.13
47.100,15.1578,9.7600,-0.0031,15.1383,9.7636,-0.0279,0.0198,1.42
47.150,15.1728,9.7599,-0.0009,15.1717,9.7411,-0.0015,0.0189,0.04
47.200,15.1878,9.7599,0.0002,15.1928,9.7334,-0.0023,0.0270,0.14
47.250,15.2028,9.7599,0.0010,15.2086,9.7391,0.0263,0.0216,1.45
47.300,15.2178,9.7599,0.0008,15.2178,9.7532,0.0075,0.0067,0.38
47.350,15.2328,9.7599,0.0015,15.2213,9.7666,0.0138,0.0133,0.70
47.400,15.2478,9.7600,0.0029,15.2288,9.7622,-0.0046,0.0191,0.43
47.450,15.2628,9.7600,0.0028,15.2489,9.7507,-0.0074,0.0167,0.58
47.500,15.2778,9.7600,0.0034,15.2613,9.7631,0.0177,0.0168,0.82
47.550,15.2928,9.7601,0.0053,15.2748,9.7483,0.0249,0.0216,1.12
47.600,15.3078,9.7602,0.0066,15.2834,9.7330,0.0140,0.0366,0.43
47.650,15.3228,9.7603,0.0079,15.3071,9.7335,0.0320,0.0311,1.38
47.700,15.3378,9.7604,0.0101,15.2976,9.7432,0.0131,0.0437,0.17
47.750,15.3528,9.7605,0.0129,15.2977,9.7338,0.0029,0.0612,0.57
47.800,15.3678,9.7607,0.0149,15.3401,9.7134,0.0234,0.0549,0.49
47.850,15.3828,9.7610,0.0179,15.3578,9.7310,0.0157,0.0390,0.13
47.900,15.3978,9.7612,0.0197,15.3824,9.7184,0.0094,0.0455,0.59
47.950,15.4128,9.7615,0.0217,15.4134,9.7292,0.0291,0.0323,0.42
48.000,15.4278,9.7619,0.0233,15.4208,9.7307,0.0175,0.0320,0.33
48.050,15.4428,9.7622,0.0231,15.4200,9.7300,0.0318,0.0395,0.50
48.100,15.4578,9.7626,0.0218,15.4296,9.7509,0.0525,0.0305,1.76
48.150,15.4728,9.7629,0.0199,15.4426,9.7762,0.0370,0.0330,0.98
48.200,15.4878,9.7632,0.0183,15.4450,9.7930,0.0225,0.0521,0.24
48.250,15.5028,9.7635,0.0186,15.4691,9.7911,0.0185,0.0435,0.01
48.300,15.5178,9.7637,0.0187,15.4985,9.7675,0.0054,0.0197,0.76
48.350,15.5328,9.7640,0.0180,15.5166,9.7666,0.0117,0.0164,0.36
48.400,15.5478,9.7643,0.0168,15.5371,9.7801,0.0104,0.0191,0.36
48.450,15.5628,9.7645,0.0161,15.5492,9.7802,0.0282,0.0208,0.69
48.500,15.5778,9.7648,0.0168,15.5712,9.7770,0.0194,0.0139,0.15
48.550,15.5928,9.7650,0.0169,15.5746,9.7616,0.0038,0.0185,0.75
48.600,15.6077,9.7653,0.0151,15.5848,9.7625,0.0209,0.0231,0.33
48.650,15.6227,9.7655,0.0136,15.6030,9.7888,0.0352,0.0305,1.24
48.700,15.6377,9.7657,0.0121,15.6195,9.7862,0.0287,0.0274,0.95
48.750,15.6527,9.7659,0.0116,15.6410,9.7911,0.0199,0.0278,0.48
48.800,15.6677,9.7661,0.0110,15.6312,9.7773,0.0105,0.0382,0.03
48.850,15.6827,9.7662,0.0077,15.6395,9.7847,0.0050,0.0470,0.15
48.900,15.6977,9.7663,0.0052,15.6467,9.8097,0.0393,0.0670,1.95
48.950,15.7127,9.7664,0.0028,15.6692,9.8059,0.0227,0.0587,1.14
49.000,15.7277,9.7665,0.0034,15.6940,9.8018,0.0251,0.0487,1.24
49.050,15.7427,9.7665,0.0043,15.7346,9.7671,0.0018,0.0081,0.15
49.100,15.7577,9.7666,0.0059,15.7221,9.7589,0.0083,0.0364,0.14
49.150,15.7727,9.7667,0.0072,15.7440,9.7556,-0.0062,0.0308,0.77
49.200,15.7877,9.7668,0.0088,15.7599,9.7583,0.0041,0.0291,0.27
49.250,15.8027,9.7669,0.0095,15.7669,9.7500,0.0097,0.0396,0.01
49.300,15.8177,9.7671,0.0117,15.7789,9.7528,0.0334,0.0413,1.24
49.350,15.8327,9.7672,0.0138,15.7694,9.7438,0.0081,0.0675,0.33
49.400,15.8477,9.7674,0.0154,15.7931,9.7411,0.0199,0.0606,0.26
49.450,15.8627,9.7677,0.0160,15.8487,9.7518,0.0167,0.0212,0.04
49.500,15.8777,9.7679,0.0174,15.8646,9.7594,0.0274,0.0156,0.57
49.550,15.8927,9.7682,0.0185,15.8618,9.7488,0.0283,0.0365,0.56
49.600,15.9077,9.7684,0.0191,15.8959,9.7539,0.0256,0.0187,0.37
49.650,15.9227,9.7687,0.0179,15.9016,9.7641,0.0164,0.0216,0.09
49.700,15.9377,9.7690,0.0176,15.9212,9.7850,0.0206,0.0230,0.17
49.750,15.9527,9.7693,0.0156,15.9091,9.7772,0.0121,0.0444,0.20
49.800,15.9677,9.7695,0.0163,15.9174,9.7899,0.0343,0.0543,1.03
49.850,15.9827,9.7697,0.0150,15.9222,9.7631,0.0147,0.0608,0.01
49.900,15.9977,9.7700,0.0147,15.9588,9.7874,0.0279,0.0426,0.75
49.950,16.0127,9.7702,0.0157,15.9542,9.7681,0.0346,0.0585,1.09
50.000,16.0277,9.7704,0.0162,15.9843,9.7692,-0.0114,0.0434,1.58
50.050,16.0427,9.7707,0.0165,16.0035,9.7766,-0.0087,0.0396,1.44
50.100,16.0577,9.7709,0.0166,16.0394,9.7835,-0.0164,0.0222,1.89
50.150,16.0727,9.7712,0.0161,16.0410,9.7702,0.0190,0.0317,0.17
50.200,16.0877,9.7714,0.0167,16.0635,9.7783,0.0213,0.0252,0.26
50.250,16.1027,9.7717,0.0179,16.0689,9.7648,0.0146,0.0345,0.19
50.300,16.1177,9.7719,0.0176,16.0809,9.7509,0.0210,0.0424,0.19
50.350,16.1327,9.7722,0.0173,16.1141,9.7703,0.0324,0.0187,0.87
50.400,16.1477,9.7724,0.0167,16.1182,9.7785,0.0173,0.0301,0.03
50.450,16.1627,9.7727,0.0153,16.1423,9.7978,-0.0097,0.0324,1.43
50.500,16.1777,9.7729,0.0149,16.1418,9.7887,0.0340,0.0392,1.10
50.550,16.1927,9.7731,0.0151,16.1768,9.7695,0.0387,0.0163,1.35
50.600,16.2077,9.7734,0.0142,16.1896,9.7822,-0.0050,0.0201,1.10
50.650,16.2227,9.7736,0.0149,16.1881,9.7888,0.0178,0.0378,0.16
50.700,16.2377,9.7738,0.0144,16.1938,9.7792,-0.0153,0.0442,1.70
50.750,16.2527,9.7740,0.0136,16.1991,9.7915,0.0005,0.0564,0.75
50.800,16.2677,9.7742,0.0135,16.2405,9.8007,-0.0075,0.0380,1.20
50.850,16.2827,9.7744,0.0135,16.2531,9.7848,0.0009,0.0314,0.72
50.900,16.2977,9.7746,0.0127,16.2758,9.7781,0.0112,0.0222,0.09
50.950,16.3127,9.7748,0.0102,16.2677,9.7918,0.0133,0.0481,0.18
51.000,16.3277,9.7750,0.0094,16.3106,9.8043,0.0424,0.0339,1.89
51.050,16.3427,9.7751,0.0095,16.2970,9.8096,-0.0226,0.0573,1.84
51.100,16.3577,9.7753,0.0087,16.3215,9.7875,-0.0112,0.0382,1.14
51.150,16.3727,9.7754,0.0094,16.3702,9.7930,0.0140,0.0178,0.26
51.200,16.3877,9.7755,0.0100,16.3753,9.7768,-0.0064,0.0125,0.94
51.250,16.4027,9.7757,0.0092,16.3991,9.7714,0.0072,0.0056,0.11
51.300,16.4177,9.7758,0.0105,16.4089,9.7882,0.0219,0.0152,0.65
51.350,16.4327,9.7760,0.0101,16.4024,9.7518,0.0262,0.0388,0.92
51.400,16.4477,9.7761,0.0112,16.4152,9.7777,0.0271,0.0326,0.91
51.450,16.4627,9.7763,0.0104,16.4406,9.7634,0.0124,0.0256,0.12
51.500,16.4777,9.7765,0.0116,16.4577,9.7898,0.0192,0.0240,0.44
51.550,16.4927,9.7766,0.0126,16.4824,9.7624,0.0108,0.0175,0.10
51.600,16.5077,9.7768,0.0127,16.4985,9.7727,-0.0034,0.0101,0.92
51.650,16.5227,9.7770,0.0127,16.5042,9.7762,0.0207,0.0186,0.46
51.700,16.5377,9.7772,0.0119,16.5130,9.7805,0.0134,0.0249,0.09
51.750,16.5527,9.7774,0.0133,16.5358,9.7894,0.0180,0.0207,0.27
51.800,16.5677,9.7776,0.0136,16.5519,9.7768,-0.0199,0.0158,1.92
51.850,16.5827,9.7778,0.0109,16.5504,9.7903,-0.0140,0.0346,1.43
51.900,16.5977,9.7779,0.0111,16.5811,9.8049,0.0347,0.0317,1.35
51.950,16.6127,9.7781,0.0140,16.5856,9.7778,0.0167,0.0271,0.15
52.000,16.6277,9.7783,0.0160,16.6177,9.7486,0.0110,0.0313,0.29
